id,word,base_form,derivations,level_marker,curriculum_version,notes
6160,intense,intense,,**,2022,
6161,interest,interest,,**,2022,
6162,interfere,interfere,,,2022,
6163,interior,interior,,,2022,
6164,intermediate,intermediate,,,2022,
6165,internal,internal,,**,2022,
6166,internet,internet,,*,2022,
6167,interpret,interpret,,,2022,
6168,interrupt,interrupt,,**,2022,
6169,interval,interval,,,2022,
6170,intervene,intervene,,,2022,
6171,intimate,intimate,,,2022,
6172,into,into,,*,2022,
6173,intrigue,intrigue,,,2022,
6174,introduce,introduce,,*,2022,
6175,invade,invade,,,2022,
6176,invest,invest,,**,2022,
6177,investigate,investigate,,**,2022,
6178,invite,invite,,*,2022,
6179,involve,involve,,**,2022,
6180,iron,iron,,**,2022,
6181,irony,irony,,,2022,
6182,irritate,irritate,,,2022,
6183,island,island,,**,2022,
6184,isolate,isolate,,,2022,
6185,issue,issue,,*,2022,
6186,it,it,,*,2022,
6187,item,item,,**,2022,
6189,jacket,jacket,,*,2022,
6190,jail,jail,,,2022,
6191,jam,jam,,*,2022,
6192,jar,jar,,,2022,
6193,jaw,jaw,,**,2022,
6194,jeans,jeans,,**,2022,
6195,job,job,,*,2022,
6196,jog,jog,,,2022,
6197,join,join,,*,2022,
6198,joint,joint,,,2022,
6199,joke,joke,,**,2022,
6200,journal,journal,,,2022,
6201,journey,journey,,**,2022,
6202,judge,judge,,**,2022,
6203,juice,juice,,*,2022,
6204,jump,jump,,*,2022,
6205,junior,junior,,**,2022,
6206,jury,jury,,,2022,
6207,just,just,,*,2022,
6208,justice,justice,,**,2022,
6210,keen,keen,,,2022,
6211,keep,keep,,*,2022,
6212,key,key,,*,2022,
6213,kick,kick,,*,2022,
6214,kid,kid,,*,2022,
6215,kill,kill,,*,2022,
6216,kind,kind,,*,2022,
6217,king,king,,*,2022,
6218,kiss,kiss,,*,2022,
6219,kit,kit,,,2022,
6220,kitchen,kitchen,,*,2022,
6221,knee,knee,,**,2022,
6222,knife,knife,,*,2022,
6223,knight,knight,,,2022,
6224,knock,knock,,**,2022,
6225,knot,knot,,,2022,
6226,know,know,,*,2022,
6227,knowledge,knowledge,,**,2022,
6229,label,label,,**,2022,
6230,lack,lack,,**,2022,
6231,ladder,ladder,,,2022,
6232,lady,lady,,*,2022,
6233,lake,lake,,*,2022,
6234,lamb,lamb,,**,2022,
6235,lamp,lamp,,**,2022,
6236,land,land,,*,2022,
6237,landscape,landscape,,,2022,
6238,lane,lane,,**,2022,
6239,language,language,,**,2022,
6240,lap,lap,,,2022,
6241,large,large,,*,2022,
6242,laser,laser,,*,2022,
6243,last,last,,*,2022,
6244,late,late,,*,2022,
6245,latter,latter,,,2022,
6246,laugh,laugh,,**,2022,
6247,launch,launch,,,2022,
6248,laundry,laundry,,,2022,
6249,law,law,,**,2022,
6250,lawn,lawn,,**,2022,
6251,lawyer,lawyer,,**,2022,
6252,lazy,lazy,,*,2022,
6253,lead,lead,,**,2022,
6254,leaf,leaf,,**,2022,
6255,league,league,,**,2022,
6256,leak,leak,,,2022,
6257,lean,lean,,**,2022,
6258,leap,leap,,**,2022,
6259,learn,learn,,*,2022,
6260,lease,lease,,,2022,
6261,leather,leather,,,2022,
6262,leave,leave,,**,2022,
6263,lecture,lecture,,,2022,
6264,left,left,,*,2022,
6265,leg,leg,,*,2022,
6266,legal,legal,,**,2022,
6267,legend,legend,,,2022,
6268,legislate,legislate,,,2022,
6269,legitimate,legitimate,,,2022,
6270,leisure,leisure,,,2022,
6271,lemon,lemon,,**,2022,
6272,lend,lend,,**,2022,
6273,lesson,lesson,,*,2022,
6274,let,let,,**,2022,
6275,level,level,,**,2022,
6276,liberal,liberal,,,2022,
6277,liberty,liberty,,,2022,
6278,library,library,,*,2022,
6279,lid,lid,,**,2022,
6280,lie,lie,,*,2022,
6281,life,life,,*,2022,
6282,lift,lift,,**,2022,
6283,light,light,,*,2022,
6284,likewise,likewise,,,2022,
6285,limit,limit,,**,2022,
6286,line,line,,*,2022,
6287,linguistic,linguistic,,,2022,
6288,link,link,,**,2022,
6289,lion,lion,,*,2022,
6290,lip,lip,,*,2022,
6291,liquid,liquid,,,2022,
6292,list,list,,**,2022,
6293,listen,listen,,*,2022,
6294,literature,literature,,,2022,
6295,little,little,,*,2022,
6296,live,live,,*,2022,
6297,livingroom,livingroom,,**,2022,
6298,load,load,,**,2022,
6299,loan,loan,,**,2022,
6300,local,local,,**,2022,
6301,locate,locate,,**,2022,
6302,lock,lock,,**,2022,
6303,log,log,,**,2022,
6304,logic,logic,,,2022,
6305,lone,lone,,,2022,
6306,long,long,,*,2022,
6307,look,look,,*,2022,
6308,loose,loose,,**,2022,
6309,lose,lose,,**,2022,
6310,loss,loss,,**,2022,
6311,lot,lot,,**,2022,
6312,loud,loud,,**,2022,
6313,love,love,,*,2022,
6314,low,low,,*,2022,
6315,loyal,loyal,,,2022,
6316,luck,luck,,*,2022,
6317,lump,lump,,,2022,
6318,lunch,lunch,,*,2022,
6319,luxury,luxury,,,2022,
6321,machine,machine,,**,2022,
6322,mad,mad,,*,2022,
6323,magazine,magazine,,**,2022,
6324,magic,magic,,**,2022,
6325,magnet,magnet,,,2022,
6326,magnificent,magnificent,,,2022,
6327,mail,mail,,*,2022,
6328,main,main,,**,2022,
6329,maintain,maintain,,**,2022,
6330,make,make,,*,2022,
6331,male,male,,**,2022,
6332,man,man,,*,2022,
6333,manage,manage,,**,2022,
6334,manifest,manifest,,,2022,
6335,manipulate,manipulate,,,2022,
6336,manner,manner,,**,2022,
6337,manufacture,manufacture,,**,2022,
6338,many,many,,*,2022,
6339,map,map,,*,2022,
6340,marathon,marathon,,*,2022,
6341,margin,margin,,,2022,
6342,marine,marine,,,2022,
6343,mark,mark,,**,2022,
6344,market,market,,*,2022,
6345,marry,marry,,*,2022,
6346,marvel,marvel,,**,2022,
6347,mask,mask,,**,2022,
6348,mass,mass,,**,2022,
6349,master,master,,**,2022,
6350,match,match,,**,2022,
6351,mate,mate,,**,2022,
6352,mature,mature,,,2022,
6353,maximum,maximum,,**,2022,
6354,may,may,,*,2022,
6355,maybe,maybe,,**,2022,
6356,mayor,mayor,,,2022,
6357,meal,meal,,**,2022,
6358,mean,mean,,**,2022,
6359,meanwhile,meanwhile,,,2022,
6360,measure,measure,,**,2022,
6361,meat,meat,,*,2022,
6362,mechanic,mechanic,,,2022,
6363,mechanism,mechanism,,,2022,
6364,medal,medal,,*,2022,
6365,mediate,mediate,,,2022,
6366,medical,medical,,**,2022,
6367,medicine,medicine,,**,2022,
6368,medieval,medieval,,,2022,
6369,medium,medium,media,,2022,
6370,meet,meet,,*,2022,
6371,melon,melon,,**,2022,
6372,melt,melt,,**,2022,
6373,memory,memory,,*,2022,
6374,mental,mental,,**,2022,
6375,mention,mention,,**,2022,
6376,menu,menu,,**,2022,
6377,merchant,merchant,,,2022,
6378,mere,mere,,,2022,
6379,merge,merge,,,2022,
6380,merit,merit,,,2022,
6381,mess,mess,,**,2022,
6382,message,message,,**,2022,
6383,metal,metal,,**,2022,
6384,method,method,,**,2022,
6385,metropolitan,metropolitan,,,2022,
6386,microphone,microphone,,,2022,
6387,microwave,microwave,,**,2022,
6388,middle,middle,,*,2022,
6389,might,might,,*,2022,
6390,migrate,migrate,migrant,,2022,
6391,mild,mild,,,2022,
6392,military,military,,**,2022,
6393,milk,milk,,*,2022,
6394,mill,mill,,**,2022,
6395,million,million,,,2022,
6396,mind,mind,,*,2022,
6397,mine,mine,miner,,2022,
6398,mineral,mineral,,,2022,
6399,minimal,minimal,,,2022,
6400,minimum,minimum,,,2022,
6401,ministry,ministry,,,2022,
6402,minor,minor,,**,2022,
6403,minute,minute,,**,2022,
6404,miracle,miracle,,,2022,
6405,mirror,mirror,,**,2022,
6406,miss,miss,,*,2022,
6407,missile,missile,,,2022,
6408,mission,mission,,**,2022,
6409,mix,mix,,**,2022,
6410,mobile,mobile,,,2022,
6411,mock,mock,,,2022,
6412,mode,mode,,,2022,
6414,model,model,,*,2022,
6415,moderate,moderate,,,2022,
6416,modern,modern,,**,2022,
6417,modest,modest,,,2022,
6413,modify,modify,,,2022,
6418,moist,moist,moisture,,2022,
6419,molecule,molecule,,,2022,
6420,moment,moment,,**,2022,
6421,money,money,,*,2022,
6422,monitor,monitor,,**,2022,
6423,monkey,monkey,,*,2022,
6424,monster,monster,,,2022,
6425,month,month,,*,2022,
6426,monument,monument,,,2022,
6427,mood,mood,,**,2022,
6428,moral,moral,,**,2022,
6429,moreover,moreover,,**,2022,
6430,morning,morning,,*,2022,
6431,mortal,mortal,,,2022,
6432,motion,motion,,**,2022,
6433,motive,motive,,,2022,
6434,motor,motor,,**,2022,
6435,mount,mount,,**,2022,
6436,mountain,mountain,,*,2022,
6437,mouse,mouse,,*,2022,
6438,mouth,mouth,,*,2022,
6439,move,move,,*,2022,
6440,movie,movie,,*,2022,
6441,much,much,,*,2022,
6442,mud,mud,,**,2022,
6443,multiple,multiple,,,2022,
6444,murder,murder,,,2022,
6445,muscle,muscle,,**,2022,
6446,museum,museum,,**,2022,
6447,mushroom,mushroom,,**,2022,
6448,music,music,,*,2022,
6449,must,must,,*,2022,
6450,mutual,mutual,,,2022,
6451,mystery,mystery,,**,2022,
6452,myth,myth,,,2022,
6454,nail,nail,,**,2022,
6455,naive,naive,,,2022,
6456,naked,naked,,,2022,
6457,name,name,,*,2022,
6458,narrate,narrate,,,2022,
6459,narrow,narrow,,**,2022,
6460,nasty,nasty,,,2022,
6461,native,native,,**,2022,
6462,nature,nature,,*,2022,
6463,navy,navy,,**,2022,
6464,near,near,,*,2022,
6465,neat,neat,,**,2022,
6466,necessary,necessary,,**,2022,
6467,neck,neck,,*,2022,
6468,need,need,,*,2022,
6469,needle,needle,,,2022,
6470,negate,negate,negative,,2022,
6471,neglect,neglect,,,2022,
6472,negotiate,negotiate,,,2022,
6473,neither,neither,,**,2022,
6474,nephew,nephew,,,2022,
6475,nest,nest,,**,2022,
6476,net,net,,**,2022,
6477,network,network,,,2022,
6478,neutral,neutral,,,2022,
6479,never,never,,*,2022,
6480,nevertheless,nevertheless,,,2022,
6481,new,new,,*,2022,
6482,news,news,,*,2022,
6483,newspaper,newspaper,,*,2022,
6484,next,next,,*,2022,
6485,nice,nice,,*,2022,
6486,night,night,,*,2022,
6487,nightmare,nightmare,,,2022,
6488,nine,nine,,*,2022,
6489,noble,noble,,,2022,
6490,nod,nod,,,2022,
6491,noise,noise,,**,2022,
6492,nominate,nominate,,,2022,
6493,none,none,,**,2022,
6494,nonetheless,nonetheless,,,2022,
6495,noon,noon,,**,2022,
6496,nor,nor,,**,2022,
6497,norm,norm,normal,,2022,
6498,north,north,,*,2022,
6499,nose,nose,,*,2022,
6500,not,not,,*,2022,
6501,notebook,notebook,,*,2022,
6502,nothing,nothing,,*,2022,
6503,notice,notice,,**,2022,
6504,novel,novel,,,2022,
6505,now,now,,*,2022,
6506,nowadays,nowadays,,**,2022,
6507,nowhere,nowhere,,**,2022,
6508,nuclear,nuclear,,,2022,
6509,number,number,,*,2022,
6510,numerous,numerous,,,2022,
6511,nurse,nurse,,*,2022,
6512,nut,nut,,**,2022,
6514,oak,oak,,**,2022,
6515,obey,obey,,,2022,
6516,oblige,oblige,,,2022,
6517,observe,observe,,**,2022,
6518,obsess,obsess,,,2022,
6519,obtain,obtain,,,2022,
6520,obvious,obvious,,**,2022,
6521,occasion,occasion,,**,2022,
6522,occupy,occupy,occupation,,2022,
6523,ocean,ocean,,**,2022,
6524,odd,odd,,**,2022,
6525,of,of,,*,2022,
6526,off,off,,*,2022,
6527,offend,offend,,,2022,
6528,offer,offer,,**,2022,
6529,officer,officer,,**,2022,
6530,often,often,,*,2022,
6531,oil,oil,,*,2022,
6532,old,old,,*,2022,
6533,on,on,,*,2022,
6534,once,once,,**,2022,
6535,one,one,,*,2022,
6536,only,only,,*,2022,
6537,open,open,,*,2022,
6538,opera,opera,,**,2022,
6539,operate,operate,,**,2022,
6540,opinion,opinion,,**,2022,
6541,opportune,opportune,opportunity,,2022,
6542,oppose,oppose,,**,2022,
6543,opt,opt,option,,2022,
6544,optimist,optimist,,,2022,
6545,or,or,,*,2022,
6546,oral,oral,,,2022,
6547,orange,orange,,*,2022,
6548,orbit,orbit,,,2022,
6549,orchestra,orchestra,,,2022,
6550,ordinary,ordinary,,**,2022,
6551,organ,organ,"organic, organize /   organise",,2022,
6552,orient,orient,orientation,,2022,
6553,origin,origin,original,,2022,
6554,other,other,,**,2022,
6555,otherwise,otherwise,,**,2022,
6556,ought,ought,,**,2022,
6557,out,out,,*,2022,
6558,outcome,outcome,,,2022,
6559,outline,outline,,,2022,
6560,output,output,,,2022,
6561,outrage,outrage,,,2022,
6562,outstanding,outstanding,,,2022,
6563,oven,oven,,**,2022,
6564,over,over,,*,2022,
6565,overall,overall,,**,2022,
6566,overcome,overcome,,,2022,
6567,overhead,overhead,,,2022,
6568,overlap,overlap,,,2022,
6569,overlook,overlook,,,2022,
6570,overnight,overnight,,,2022,
6571,overwhelm,overwhelm,,,2022,
6572,owe,owe,,,2022,
6573,own,own,,**,2022,
6575,pace,pace,,,2022,
6576,pack,pack,,**,2022,
6577,pad,pad,,,2022,
6578,page,page,,*,2022,
6579,pain,pain,,**,2022,
6580,paint,paint,,*,2022,
6581,pair,pair,,**,2022,
6582,palace,palace,,**,2022,
6583,pale,pale,,,2022,
6584,palm,palm,,,2022,
6585,pan,pan,,**,2022,
6586,panel,panel,,,2022,
6587,panic,panic,,**,2022,
6588,pants,pants,,*,2022,
6589,paper,paper,,*,2022,
6590,parade,parade,,**,2022,
6591,paragraph,paragraph,,**,2022,
6592,parallel,parallel,,,2022,
6593,pardon,pardon,,**,2022,
6594,parent,parent,,*,2022,
6595,park,park,,*,2022,
6596,parliament,parliament,,,2022,
6597,part,part,,*,2022,
6598,participate,participate,,,2022,
6599,particle,particle,,,2022,
6600,partner,partner,,*,2022,
6601,party,party,,*,2022,
6602,pass,pass,,*,2022,
6603,passage,passage,,,2022,
6604,passenger,passenger,,,2022,
6605,passion,passion,,,2022,
6606,passport,passport,,,2022,
6607,past,past,,**,2022,
6608,pat,pat,,,2022,
6609,patch,patch,,,2022,
6610,patent,patent,,,2022,
6611,path,path,,**,2022,
6612,patient,patient,,**,2022,
6613,pattern,pattern,,**,2022,
6614,pause,pause,,**,2022,
6615,pave,pave,,,2022,
6616,pay,pay,,*,2022,
6617,peak,peak,,,2022,
6618,pear,pear,,**,2022,
6619,peasant,peasant,,,2022,
6620,peel,peel,,,2022,
6621,peer,peer,,,2022,
6622,pen,pen,,*,2022,
6623,penalty,penalty,,,2022,
6624,pencil,pencil,,*,2022,
6625,people,people,,*,2022,
6626,pepper,pepper,,**,2022,
6627,per,per,,**,2022,
6628,perceive,perceive,perception,,2022,
6629,perfect,perfect,,**,2022,
6630,perform,perform,,**,2022,
6631,perhaps,perhaps,,**,2022,
6632,period,period,,**,2022,
6633,permanent,permanent,,,2022,
6634,permit,permit,,,2022,
6635,persist,persist,,,2022,
6636,perspective,perspective,,,2022,
6637,persuade,persuade,,,2022,
6638,pet,pet,,**,2022,
6639,phase,phase,,,2022,
6640,phenomenon,phenomenon,,,2022,
6641,philosophy,philosophy,,,2022,
6642,phrase,phrase,,,2022,
6643,physical,physical,,**,2022,
6644,physics,physics,,,2022,
6645,piano,piano,,*,2022,
6646,pick,pick,,*,2022,
6647,picnic,picnic,,**,2022,
6648,picture,picture,,*,2022,
6649,pie,pie,,**,2022,
6650,piece,piece,,**,2022,
6651,pig,pig,,*,2022,
6652,pile,pile,,**,2022,
6653,pill,pill,,,2022,
6654,pilot,pilot,,*,2022,
6655,pin,pin,,**,2022,
6656,pinch,pinch,,,2022,
6657,pine,pine,,**,2022,
6658,pink,pink,,*,2022,
6659,pioneer,pioneer,,,2022,
6660,pipe,pipe,,**,2022,
6661,pitch,pitch,,**,2022,
6662,pity,pity,,**,2022,
6663,pizza,pizza,,*,2022,
6664,plain,plain,,**,2022,
6665,plan,plan,,*,2022,
6666,plane,plane,,**,2022,
6667,planet,planet,,**,2022,
6668,plant,plant,,**,2022,
6669,plastic,plastic,,*,2022,
6670,plate,plate,,**,2022,
6671,platform,platform,,,2022,
6672,play,play,,*,2022,
6673,plenty,plenty,,**,2022,
6674,plot,plot,,,2022,
6675,plus,plus,,**,2022,
6676,pocket,pocket,,**,2022,
6677,poem,poem,,**,2022,
6678,poet,poet,,**,2022,
6679,point,point,,*,2022,
6680,poison,poison,,**,2022,
6681,police,police,,*,2022,
6682,policy,policy,,**,2022,
6683,polish,polish,,,2022,
6684,polite,polite,,**,2022,
6685,politics,politics,,**,2022,
6686,poll,poll,,,2022,
6687,pollute,pollute,,**,2022,
6688,pond,pond,,,2022,
6689,pool,pool,,**,2022,
6690,poor,poor,,*,2022,
6691,pop,pop,,**,2022,
6692,popular,popular,,**,2022,
6693,populate,populate,population,,2022,
6694,pork,pork,,**,2022,
6695,port,port,,**,2022,
6696,portion,portion,,,2022,
6697,portrait,portrait,,,2022,
6698,pose,pose,dispose,,2022,
6699,posit,posit,"position, positive",,2022,
6700,possess,possess,,**,2022,
6701,possible,possible,,**,2022,
6702,pot,pot,,**,2022,
6703,potato,potato,,*,2022,
6704,potential,potential,,**,2022,
6705,pour,pour,,**,2022,
6706,powder,powder,,**,2022,
6707,power,power,,*,2022,
6708,practical,practical,,**,2022,
6709,praise,praise,,,2022,
6710,pray,pray,,**,2022,
6711,preach,preach,,,2022,
6712,precede,precede,unprecedented,,2022,
6713,precise,precise,,,2022,
6714,predator,predator,,,2022,
6715,predict,predict,,,2022,
6716,prefer,prefer,,**,2022,
6717,pregnant,pregnant,,**,2022,
6718,prejudice,prejudice,,,2022,
6719,premium,premium,,,2022,
6720,prepare,prepare,,**,2022,
6721,prescribe,prescribe,,,2022,
6722,presence,presence,,**,2022,
6723,present,present,,*,2022,
6724,preserve,preserve,,,2022,
6725,preside,preside,president,,2022,
6726,press,press,,**,2022,
6727,presume,presume,,,2022,
6728,pretend,pretend,,**,2022,
6729,pretty,pretty,,*,2022,
6730,prevail,prevail,,,2022,
6731,prevent,prevent,,**,2022,
6732,previous,previous,,**,2022,
6733,prey,prey,,,2022,
6734,price,price,,**,2022,
6735,pride,pride,,**,2022,
6736,priest,priest,,,2022,
6737,primitive,primitive,,,2022,
6738,prince,prince,,*,2022,
6739,principal,principal,,,2022,
6740,principle,principle,,**,2022,
6741,print,print,,*,2022,
6742,prior,prior,,,2022,
6743,prison,prison,,**,2022,
6744,privacy,privacy,,**,2022,
6745,private,private,,**,2022,
6746,privilege,privilege,,,2022,
6747,prize,prize,,**,2022,
6748,problem,problem,,*,2022,
6749,process,process,,**,2022,
6750,produce,produce,,**,2022,
6751,profession,profession,,**,2022,
6752,professor,professor,,,2022,
6753,profile,profile,,,2022,
6754,profit,profit,,**,2022,
6755,profound,profound,,,2022,
6756,progress,progress,,**,2022,
6757,prohibit,prohibit,,,2022,
6758,project,project,,*,2022,
6759,prominent,prominent,,,2022,
6760,promise,promise,,**,2022,
6761,promote,promote,,**,2022,
6762,prompt,prompt,,,2022,
6763,proof,proof,,,2022,
6764,proper,proper,,**,2022,
6765,property,property,,**,2022,
6766,proportion,proportion,,,2022,
6767,propose,propose,,**,2022,
6768,prospect,prospect,,,2022,
6769,prosper,prosper,,,2022,
6770,protect,protect,,**,2022,
6771,protein,protein,,,2022,
6772,protest,protest,,**,2022,
6773,proud,proud,,**,2022,
6774,prove,prove,,**,2022,
6775,provide,provide,,**,2022,
6776,province,province,,,2022,
6777,provoke,provoke,,,2022,
6778,psychology,psychology,,,2022,
6779,pub,pub,,**,2022,
6780,public,public,,**,2022,
6781,publish,publish,publisher,,2022,
6782,pull,pull,,**,2022,
6783,pump,pump,,**,2022,
6784,punch,punch,,**,2022,
6785,punish,punish,,**,2022,
6786,pupil,pupil,,,2022,
6787,puppy,puppy,,*,2022,
6788,purchase,purchase,,**,2022,
6789,pure,pure,,**,2022,
6790,purple,purple,,**,2022,
6791,purpose,purpose,,**,2022,
6792,pursue,pursue,,,2022,
6793,push,push,,*,2022,
6794,put,put,,*,2022,
6795,puzzle,puzzle,,**,2022,
6797,quantity,quantity,,,2022,
6798,quarter,quarter,,**,2022,
6799,queen,queen,,*,2022,
6800,question,question,,*,2022,
6801,questionnaire,questionnaire,,,2022,
6802,quick,quick,,*,2022,
6803,quiet,quiet,,*,2022,
6804,quit,quit,,**,2022,
6805,quite,quite,,**,2022,
6806,quiz,quiz,,*,2022,
6807,quote,quote,,**,2022,
6809,rabbit,rabbit,,*,2022,
6810,radio,radio,,*,2022,
6811,rage,rage,,,2022,
6812,rail,rail,,**,2022,
6813,rain,rain,,*,2022,
6814,rainbow,rainbow,,**,2022,
6815,raise,raise,,**,2022,
6816,rally,rally,,,2022,
6817,random,random,,,2022,
6818,range,range,,**,2022,
6819,rank,rank,,,2022,
6820,rapid,rapid,,**,2022,
6821,rare,rare,,**,2022,
6822,rat,rat,,**,2022,
6823,rate,rate,,**,2022,
6824,rather,rather,,**,2022,
6825,rational,rational,,,2022,
6826,raw,raw,,,2022,
6827,reach,reach,,**,2022,
6828,react,react,,**,2022,
6829,read,read,,*,2022,
6830,ready,ready,,*,2022,
6831,rear,rear,,,2022,
6832,rebel,rebel,,,2022,
6833,receipt,receipt,,,2022,
6834,recent,recent,,**,2022,
6835,recipe,recipe,,**,2022,
6836,recognize,recognize,,**,2022,
6837,recommend,recommend,,**,2022,
6838,record,record,,**,2022,
6839,recover,recover,,**,2022,
6840,recreation,recreation,,*,2022,
6841,recruit,recruit,,,2022,
6842,red,red,,*,2022,
6843,reduce,reduce,,**,2022,
6844,refer,refer,,**,2022,
6845,refine,refine,,,2022,
6846,reflect,reflect,,**,2022,
6847,reform,reform,,,2022,
6848,refrigerate,refrigerate,refrigerator,,2022,
6849,refuse,refuse,,**,2022,
6850,regard,regard,,**,2022,
6851,region,region,,**,2022,
6852,register,register,,**,2022,
6853,regret,regret,,,2022,
6854,regular,regular,,**,2022,
6855,regulate,regulate,,,2022,
6856,reinforce,reinforce,,,2022,
6857,reject,reject,,,2022,
6858,relax,relax,,**,2022,
6859,release,release,,**,2022,
6860,relevant,relevant,,,2022,
6861,relief,relief,,**,2022,
6862,relieve,relieve,,,2022,
6863,religion,religion,,,2022,
6864,reluctant,reluctant,,,2022,
6865,rely,rely,,**,2022,
6866,remain,remain,,**,2022,
6867,remark,remark,,**,2022,
6868,remedy,remedy,,,2022,
6869,remember,remember,,*,2022,
6870,remind,remind,,**,2022,
6871,remote,remote,,,2022,
6872,remove,remove,,**,2022,
6873,rent,rent,,**,2022,
6874,repair,repair,,**,2022,
6875,repeat,repeat,,**,2022,
6876,replace,replace,,**,2022,
6877,reply,reply,,**,2022,
6878,report,report,,**,2022,
6879,represent,represent,,**,2022,
6880,republic,republic,,,2022,
6881,reputation,reputation,,,2022,
6882,request,request,,**,2022,
6883,require,require,,**,2022,
6884,rescue,rescue,,,2022,
6885,research,research,,**,2022,
6886,resemble,resemble,,,2022,
6887,reserve,reserve,,**,2022,
6888,reside,reside,resident,,2022,
6889,resign,resign,,,2022,
6890,resist,resist,,**,2022,
6891,resolve,resolve,,,2022,
6892,resort,resort,,,2022,
6893,resource,resource,,**,2022,
6894,respond,respond,,**,2022,
6895,responsible,responsible,,**,2022,
6896,rest,rest,,**,2022,
6897,restaurant,restaurant,,*,2022,
6898,restore,restore,,,2022,
6899,restrain,restrain,,,2022,
6900,restrict,restrict,,,2022,
6901,restroom,restroom,,*,2022,
6902,result,result,,**,2022,
6903,resume,resume,,,2022,
6904,retail,retail,,,2022,
6905,retain,retain,,,2022,
6906,retire,retire,,**,2022,
6907,retreat,retreat,,,2022,
6908,return,return,,*,2022,
6909,reveal,reveal,,,2022,
6910,revenge,revenge,,,2022,
6911,reverse,reverse,,,2022,
6912,revise,revise,,,2022,
6913,revive,revive,,,2022,
6914,revolution,revolution,,,2022,
6915,reward,reward,,,2022,
6916,rhythm,rhythm,,,2022,
6917,ribbon,ribbon,,*,2022,
6918,rice,rice,,**,2022,
6919,rich,rich,,*,2022,
6920,rid,rid,,,2022,
6921,ride,ride,,**,2022,
6922,ridicule,ridicule,ridiculous,,2022,
6923,right,right,,*,2022,
6924,ring,ring,,*,2022,
6925,riot,riot,,,2022,
6926,rise,rise,,**,2022,
6927,risk,risk,,**,2022,
6928,rival,rival,,,2022,
6929,river,river,,*,2022,
6930,road,road,,*,2022,
6931,roar,roar,,,2022,
6932,roast,roast,,,2022,
6933,rob,rob,,**,2022,
6934,robot,robot,,*,2022,
6935,rock,rock,,*,2022,
6936,rocket,rocket,,**,2022,
6937,rod,rod,,,2022,
6938,role,role,,**,2022,
6939,romantic,romantic,,,2022,
6940,roof,roof,,**,2022,
6941,room,room,,*,2022,
6942,root,root,,**,2022,
6943,rope,rope,,**,2022,
6944,rose,rose,,*,2022,
6945,rot,rot,,,2022,
6946,rough,rough,,**,2022,
6947,round,round,,**,2022,
6948,route,route,,**,2022,
6949,routine,routine,,,2022,
6950,row,row,,**,2022,
6951,royal,royal,,**,2022,
6952,rude,rude,,**,2022,
6953,ruin,ruin,,**,2022,
6954,rule,rule,,**,2022,
6955,run,run,,*,2022,
6956,rural,rural,,,2022,
6957,rush,rush,,**,2022,
6959,sack,sack,,,2022,
6960,sacred,sacred,,,2022,
6961,sacrifice,sacrifice,,,2022,
6962,sad,sad,,*,2022,
6963,safe,safe,,*,2022,
6964,sail,sail,,**,2022,
6965,salad,salad,,*,2022,
6966,salary,salary,,**,2022,
6967,sale,sale,,*,2022,
6968,salt,salt,,*,2022,
6969,same,same,,*,2022,
6970,sample,sample,,**,2022,
6971,sand,sand,,*,2022,
6972,sandwich,sandwich,,*,2022,
6973,satellite,satellite,,,2022,
6974,satisfy,satisfy,,**,2022,
6975,sauce,sauce,,**,2022,
6976,save,save,,*,2022,
6977,say,say,,*,2022,
6978,scale,scale,,**,2022,
6979,scan,scan,,,2022,
6980,scandal,scandal,,,2022,
6981,scarce,scarce,,,2022,
6982,scare,scare,,**,2022,
6983,scarf,scarf,,**,2022,
6984,scatter,scatter,,,2022,
6985,scene,scene,,**,2022,
6986,schedule,schedule,,**,2022,
6987,scheme,scheme,,,2022,
6988,scholar,scholar,,,2022,
6989,school,school,,*,2022,
6990,science,science,,*,2022,
6991,scissors,scissors,,*,2022,
6992,scope,scope,,,2022,
6993,score,score,,*,2022,
6994,scramble,scramble,,,2022,
6995,scratch,scratch,,**,2022,
6996,scream,scream,,**,2022,
6997,screen,screen,,**,2022,
6998,screw,screw,,,2022,
6999,sculpt,sculpt,sculpture,,2022,
7000,sea,sea,,*,2022,
7001,seal,seal,,**,2022,
7002,search,search,,**,2022,
7003,season,season,,*,2022,
7004,seat,seat,,**,2022,
7005,secret,secret,,**,2022,
7006,secretary,secretary,,**,2022,
7007,section,section,,**,2022,
7008,sector,sector,,,2022,
7009,secure,secure,,**,2022,
7010,see,see,,*,2022,
7011,seed,seed,,**,2022,
7012,seek,seek,,**,2022,
7013,seem,seem,,**,2022,
7014,seize,seize,,,2022,
7015,select,select,,**,2022,
7016,self,self,,**,2022,
7017,sell,sell,,*,2022,
7018,send,send,,*,2022,
7019,senior,senior,,**,2022,
7020,sensible,sensible,,,2022,
7021,sentence,sentence,,**,2022,
7022,sentiment,sentiment,,,2022,
7023,separate,separate,,**,2022,
7024,sequence,sequence,,,2022,
7025,series,series,,**,2022,
7026,serious,serious,,**,2022,
7027,serve,serve,,**,2022,
7028,service,service,,*,2022,
7029,session,session,,**,2022,
7030,set,set,,*,2022,
7031,settle,settle,,**,2022,
7032,seven,seven,,*,2022,
7033,several,several,,**,2022,
7034,severe,severe,,,2022,
7035,sew,sew,,**,2022,
7036,sex,sex,,**,2022,
